delta_um,F_uN
-0.000000000000000000e+00,0.000000000000000000e+00
1.206030150753768793e-02,-2.035371860388479615e-01
2.412060301507537585e-02,-4.019764973204967839e-01
3.618090452261306378e-02,-5.953573998924354127e-01
4.824120603015075170e-02,-7.837193246724410978e-01
6.030150753768843963e-02,-9.671016709095361374e-01
7.236180904522612756e-02,-1.145543809877110464e+00
8.442211055276381548e-02,-1.319085088839284214e+00
9.648241206030150341e-02,-1.487764835415868792e+00
1.085427135678391913e-01,-1.651622362159074431e+00
1.206030150753768793e-01,-1.810696971557357760e+00
1.326633165829145811e-01,-1.965027961330339856e+00
1.447236180904522551e-01,-2.114654630076293174e+00
1.567839195979899292e-01,-2.259616283428419248e+00
1.688442211055276310e-01,-2.399952240374653822e+00
1.809045226130653328e-01,-2.535701840274218188e+00
1.929648241206030068e-01,-2.666904449986377657e+00
2.050251256281406809e-01,-2.793599471676293522e+00
2.170854271356783827e-01,-2.915826351008539152e+00
2.291457286432160845e-01,-3.033624585686875541e+00
2.412060301507537585e-01,-3.147033734722211928e+00
2.532663316582914326e-01,-3.256093427922174044e+00
2.653266331658291621e-01,-3.360843376036937613e+00
2.773869346733668362e-01,-3.461323381552048772e+00
2.894472361809045102e-01,-3.557573349615696046e+00
3.015075376884421843e-01,-3.649633299938421338e+00
3.135678391959798583e-01,-3.737543379055157544e+00
3.256281407035175879e-01,-3.821343873110598643e+00
3.376884422110552619e-01,-3.901075221394378900e+00
3.497487437185929360e-01,-3.976778030114976659e+00
3.618090452261306655e-01,-4.048493087213298480e+00
3.738693467336683396e-01,-4.116261377456797987e+00
3.859296482412060136e-01,-4.180124098099131658e+00
3.979899497487436877e-01,-4.240122675347912207e+00
4.100502512562813617e-01,-4.296298781293884872e+00
4.221105527638190913e-01,-4.348694351317606177e+00
4.341708542713567653e-01,-4.397351602272577153e+00
4.462311557788944394e-01,-4.442313051051560713e+00
4.582914572864321689e-01,-4.483621533754628352e+00
4.703517587939698430e-01,-4.521320225452773123e+00
4.824120603015075170e-01,-4.555452660283238586e+00
4.944723618090451911e-01,-4.586062752284913557e+00
5.065326633165828651e-01,-4.613194816157720091e+00
5.185929648241205392e-01,-4.636893589035462782e+00
5.306532663316583243e-01,-4.657204252338016381e+00
5.427135678391959983e-01,-4.674172453462899668e+00
5.547738693467336724e-01,-4.687844329023008072e+00
5.668341708542713464e-01,-4.698266526332282922e+00
5.788944723618090205e-01,-4.705486227073352623e+00
5.909547738693466945e-01,-4.709551169393108694e+00
6.030150753768843686e-01,-4.710509670871893206e+00
6.150753768844220426e-01,-4.708410651073954512e+00
6.271356783919597166e-01,-4.703303653922168870e+00
6.391959798994975017e-01,-4.695238869427992512e+00
6.512562814070351758e-01,-4.684267156000583299e+00
6.633165829145728498e-01,-4.670440060725396414e+00
6.753768844221105239e-01,-4.653809840424723454e+00
6.874371859296481979e-01,-4.634429480917433786e+00
6.994974874371858720e-01,-4.612352716026711263e+00
7.115577889447235460e-01,-4.587634045115589032e+00
7.236180904522613311e-01,-4.560328749519132252e+00
7.356783919597990051e-01,-4.530492908284426967e+00
7.477386934673366792e-01,-4.498183411043711111e+00
7.597989949748743532e-01,-4.463457970662124907e+00
7.718592964824120273e-01,-4.426375133822664232e+00
7.839195979899497013e-01,-4.386994288837086309e+00
7.959798994974873754e-01,-4.345375672640968467e+00
8.080402010050250494e-01,-4.301580374562464115e+00
8.201005025125627235e-01,-4.255670338655055396e+00
8.321608040201005085e-01,-4.207708362786018341e+00
8.442211055276381826e-01,-4.157758095752459582e+00
8.562814070351758566e-01,-4.105884031582048621e+00
8.683417085427135307e-01,-4.052151500921512550e+00
8.804020100502512047e-01,-3.996626659473456300e+00
8.924623115577888788e-01,-3.939376473772435716e+00
9.045226130653265528e-01,-3.880468704334472108e+00
9.165829145728643379e-01,-3.819971884762598080e+00
9.286432160804020119e-01,-3.757955298868033367e+00
9.407035175879396860e-01,-3.694488953893612759e+00
9.527638190954773600e-01,-3.629643551960178627e+00
9.648241206030150341e-01,-3.563490456945856977e+00
9.768844221105527081e-01,-3.496101660002684852e+00
9.889447236180903822e-01,-3.427549741288760998e+00
1.001005025125628167e+00,-3.357907829776291209e+00
1.013065326633165730e+00,-3.287249559408817134e+00
1.025125628140703515e+00,-3.215649024706490167e+00
1.037185929648241078e+00,-3.143180732119231990e+00
1.049246231155778863e+00,-3.069919550740698000e+00
1.061306532663316649e+00,-2.995940661245640513e+00
1.073366834170854212e+00,-2.921319502560637105e+00
1.085427135678391997e+00,-2.846131717531461547e+00
1.097487437185929560e+00,-2.770453098071605780e+00
1.109547738693467345e+00,-2.694359528614244326e+00
1.121608040201004908e+00,-2.617926930110588302e+00
1.133668341708542693e+00,-2.541231202862032745e+00
1.145728643216080256e+00,-2.464348170398466209e+00
1.157788944723618041e+00,-2.387353522991062960e+00
1.169849246231155826e+00,-2.310322761749953102e+00
1.181909547738693389e+00,-2.233331144343290831e+00
1.193969849246231174e+00,-2.156453631453059572e+00
1.206030150753768737e+00,-2.079764834555211550e+00
1.218090452261306522e+00,-2.003338965698238994e+00
1.230150753768844085e+00,-1.927249788587863222e+00
1.242211055276381870e+00,-1.851570572632533995e+00
1.254271356783919433e+00,-1.776374048423488006e+00
1.266331658291457218e+00,-1.701732367032079196e+00
