
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set SHUTTLE and time  0.5000000E-01

       398  4.552674E-07 -9.003631E+00  1.532108E-14
       399  1.439368E-08  1.839075E+00  1.914267E-14
       400  1.429856E-08  1.762695E+00  4.787837E-16
       401  2.376943E-07 -8.870440E+00 -4.926615E-15
      1007  4.120794E-07  1.799073E+00  1.995973E-14
      1198  3.523010E-07  1.985027E+00 -2.293304E-14
      1352  3.912746E-07  3.892076E+00 -3.266831E-14
      1353  3.094788E-07  1.457000E+00  4.420292E-15
      1468  3.158421E-07  3.700839E+00 -6.813994E-15
      1520  2.403363E-07  1.334307E+00 -7.327472E-15

 total force (fx,fy,fz) for set SHUTTLE and time  0.5000000E-01

        2.742966E-06 -1.039783E-01 -1.534688E-14

                                INCREMENT     2


 forces (fx,fy,fz) for set SHUTTLE and time  0.1000000E+00

       398  5.234858E-13 -1.789979E+01  2.847722E-14
       399  2.371834E-13  3.682497E+00  3.745615E-14
       400  2.964334E-13  3.518303E+00 -5.204170E-17
       401 -1.517848E-13 -1.783683E+01  1.582068E-14
      1007  3.397931E-12  3.603844E+00  4.320502E-14
      1198  2.594153E-12  3.978855E+00 -5.106679E-14
      1352  1.963478E-12  7.784552E+00 -6.261658E-14
      1353  2.112949E-12  2.914650E+00 -1.731818E-14
      1468  2.438471E-12  7.391547E+00 -5.245804E-14
      1520  2.678866E-12  2.654508E+00  3.987956E-14

 total force (fx,fy,fz) for set SHUTTLE and time  0.1000000E+00

        1.609117E-11 -2.078665E-01 -1.867300E-14

                                INCREMENT     3


 forces (fx,fy,fz) for set SHUTTLE and time  0.1750000E+00

       398 -8.766512E-13 -3.103771E+01  6.850076E-14
       399 -3.321844E-14  6.454134E+00  3.363976E-14
       400 -1.413333E-14  6.136903E+00  7.133183E-15
       401 -2.563921E-13 -3.146033E+01  5.884182E-15
      1007  4.805997E-14  6.321320E+00  7.322788E-14
      1198  1.558486E-12  6.985568E+00 -1.484923E-13
      1352 -3.146528E-14  1.362081E+01 -3.480549E-14
      1353  3.841789E-13  5.101616E+00  5.894417E-14
      1468  4.474750E-13  1.290575E+01 -5.143108E-14
      1520 -8.807973E-14  4.608358E+00 -3.294587E-14

 total force (fx,fy,fz) for set SHUTTLE and time  0.1750000E+00

        1.138259E-12 -3.635857E-01 -2.034484E-14

                                INCREMENT     4


 forces (fx,fy,fz) for set SHUTTLE and time  0.2875000E+00

       398  3.243872E-10 -5.026772E+01  1.097455E-13
       399  1.228061E-10  1.062131E+01  7.341350E-14
       400  1.053552E-10  1.002710E+01 -6.811218E-14
       401  1.946626E-10 -5.226806E+01  1.036948E-13
      1007  1.143584E-09  1.041968E+01  3.001696E-13
      1198  1.008029E-09  1.152999E+01 -1.184539E-13
      1352  7.777223E-10  2.236025E+01 -2.252643E-13
      1353  7.645490E-10  8.380989E+00  6.244137E-15
      1468  7.111240E-10  2.111948E+01 -1.043610E-13
      1520  7.484019E-10  7.479852E+00 -8.588963E-14

 total force (fx,fy,fz) for set SHUTTLE and time  0.2875000E+00

        5.900621E-09 -5.971323E-01 -8.813263E-15

                                INCREMENT     5


 forces (fx,fy,fz) for set SHUTTLE and time  0.4562500E+00

       398  4.243223E-08 -7.800449E+01  1.527667E-13
       399  1.672699E-08  1.687748E+01  1.651873E-13
       400  1.395763E-08  1.576360E+01  5.551115E-16
       401  2.707285E-08 -8.424997E+01 -8.271162E-14
      1007  1.538718E-07  1.661318E+01  3.052766E-14
      1198  1.346676E-07  1.841834E+01 -2.843906E-13
      1352  1.028187E-07  3.540526E+01 -2.074452E-13
      1353  1.049780E-07  1.329005E+01 -6.621006E-15
      1468  9.734385E-08  3.328329E+01 -3.008704E-14
      1520  1.012507E-07  1.165519E+01  6.532275E-14

 total force (fx,fy,fz) for set SHUTTLE and time  0.4562500E+00

        7.951203E-07 -9.480824E-01 -1.968959E-13

                                INCREMENT     6


 forces (fx,fy,fz) for set SHUTTLE and time  0.6562500E+00

       398  5.845503E-07 -1.091043E+02  3.219647E-13
       399  2.412789E-07  2.426750E+01  2.351730E-13
       400  1.937135E-07  2.238282E+01 -1.934009E-13
       401  3.818287E-07 -1.232017E+02 -3.973488E-13
      1007  2.184366E-06  2.401662E+01  6.633721E-13
      1198  1.902597E-06  2.668169E+01 -6.998291E-13
      1352  1.443124E-06  5.070711E+01 -2.494671E-13
      1353  1.512637E-06  1.907674E+01 -2.404014E-13
      1468  1.385637E-06  4.740317E+01  3.753664E-13
      1520  1.438765E-06  1.640391E+01 -6.883383E-15

 total force (fx,fy,fz) for set SHUTTLE and time  0.6562500E+00

        1.126850E-05 -1.366423E+00 -1.914545E-13

                                INCREMENT     7


 forces (fx,fy,fz) for set SHUTTLE and time  0.8562500E+00

       398  1.477319E-06 -1.382506E+02  2.413625E-13
       399  6.399010E-07  3.159184E+01  2.240985E-13
       400  4.937639E-07  2.877968E+01 -2.958467E-13
       401  9.789827E-07 -1.630932E+02  7.371881E-14
      1007  5.704086E-06  3.147759E+01  1.204925E-12
      1198  4.947099E-06  3.503761E+01 -8.496259E-13
      1352  3.727926E-06  6.577059E+01 -5.573320E-14
      1353  3.999185E-06  2.480962E+01  9.038603E-14
      1468  3.614136E-06  6.114262E+01  2.124967E-13
      1520  3.759011E-06  2.094524E+01 -5.742629E-13

 total force (fx,fy,fz) for set SHUTTLE and time  0.8562500E+00

        2.934141E-05 -1.789081E+00  2.715189E-13

                                INCREMENT     8


 forces (fx,fy,fz) for set SHUTTLE and time  0.1000000E+01

       398  3.769045E-07 -1.579961E+02  5.797585E-13
       399  1.692345E-07  3.679555E+01 -2.013389E-13
       400  1.269532E-07  3.322770E+01 -3.509415E-13
       401  2.517865E-07 -1.922322E+02 -9.303669E-14
      1007  1.493298E-06  3.686961E+01  6.756262E-13
      1198  1.291245E-06  4.109206E+01 -1.295575E-12
      1352  9.677879E-07  7.641821E+01  3.101963E-13
      1353  1.055246E-06  2.888616E+01  3.934839E-13
      1468  9.440766E-07  7.075446E+01 -3.173017E-13
      1520  9.844958E-07  2.408815E+01 -3.781420E-13

 total force (fx,fy,fz) for set SHUTTLE and time  0.1000000E+01

        7.661028E-06 -2.096469E+00 -6.772707E-13
