
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set SHUTTLE and time  0.5000000E-01

       198 -1.857411E-08  3.984769E-01  1.851228E-09
       199 -2.316143E-08  3.797238E-01  7.780341E-10
       594 -2.145361E-08  1.410649E-01 -1.669994E-09
       595 -1.268530E-08  2.543517E-01 -1.095820E-09
       989  1.163936E-08 -7.776511E-01 -1.666093E-09
       990  1.360898E-09  8.711625E-02 -9.620725E-11
       991  3.022785E-08  4.398891E-01 -4.205444E-09
       992  2.643329E-08  3.406875E-01 -4.113997E-09
       993  1.856282E-08 -7.588646E-01 -2.256195E-09
      2374 -4.224626E-08  5.561972E-01  5.078634E-10
      2375 -4.399398E-08  5.451947E-01  6.449716E-10
      2376  2.097090E-08  5.146057E-01 -4.985007E-10
      2377  2.109418E-08  5.135498E-01 -3.233142E-10
      2378  2.035649E-08  4.233893E-01  4.758099E-10
      2379  1.556524E-08 -5.104681E-01  4.357601E-09
      2380 -3.711818E-08  6.184913E-01  8.819721E-11
      2381 -3.687382E-08  6.311934E-01 -3.856845E-10
      2382  1.553357E-08  5.073580E-01 -6.278669E-10
      2383  1.636792E-08  5.233901E-01 -4.119884E-11
      2384  1.575826E-08  4.862880E-01  8.391921E-10
      2385  7.782060E-11  3.482271E-02 -3.326322E-10
      2386  2.895229E-08  4.931048E-01  4.366957E-09
      2387  2.886553E-08  4.360652E-01  3.256330E-09
      2393  2.252356E-09 -6.875669E-01  3.710785E-10
      9972  2.661542E-08 -1.467013E+00  1.569095E-09
      9973  2.854217E-08 -1.526770E+00 -2.119380E-09
      9974  2.845543E-08 -1.457718E+00  1.847203E-09
      9975  2.948010E-08 -1.538119E+00 -2.095509E-09
      9976  3.476448E-08 -1.473923E+00 -1.818332E-09
      9977  1.572381E-09 -2.592989E-03  7.102214E-11
      9978  2.084508E-09 -2.542472E-03 -2.932781E-10
      9979  5.944189E-08  8.337247E-01 -1.350302E-09
      9980  6.366245E-08  7.033687E-01 -2.358792E-09
      9981  6.326312E-08  6.618234E-01 -3.672532E-09
      9982  6.070071E-08  8.390101E-01  1.826260E-10
      9983  7.050529E-08  6.679245E-01 -6.267528E-10
      9984  6.755760E-08  6.766754E-01 -5.190131E-10
      9985  7.149098E-08  6.935088E-01  3.311338E-10
      9986  6.622230E-08  6.761839E-01  2.622352E-09
      9987  5.849474E-08  6.762672E-01 -1.567228E-09
      9988  4.896639E-08  8.208633E-01 -2.077995E-09
      9989  5.880197E-08  6.632010E-01  6.926487E-10
      9990  5.040683E-08  8.027209E-01 -1.230488E-10
      9991  4.836665E-08  7.811406E-01  1.992783E-09
      9992  2.061124E-08 -1.583232E+00 -2.513402E-09
      9993  2.337609E-08 -1.510708E+00  2.894814E-09
      9994  2.030507E-08 -1.593281E+00 -2.259699E-09
      9995  2.369131E-08 -1.543938E+00  3.080497E-09
      9996  2.468510E-08 -1.487161E+00  3.462571E-09

 total force (fx,fy,fz) for set SHUTTLE and time  0.5000000E-01

        1.089976E-06 -1.001761E-01 -4.424202E-09

                                INCREMENT     2


 forces (fx,fy,fz) for set SHUTTLE and time  0.1000000E+00

       198 -1.865669E-13  7.938504E-01  2.709317E-14
       199 -1.451193E-13  7.621792E-01  8.527880E-15
       594 -1.685775E-13  2.808602E-01 -5.729090E-14
